track_id,album_name,album_id,album_release_date,album_total_tracks,artist_name,artist_id,track_duration,track_name,explicit,track_popularity,id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,acousticness,liveness,valence,tempo,time_signature,genre_name,country
3hPXiHIAOPXLY0EDPcsBjg,Check Mate,1BEEuk87dClnlEYJ6uu84e,2009-01-01,2,London Blackmarket,3PA80gFtO4bwLZ7wZPkP5d,156093,Pigeon Foot,0,0,3hPXiHIAOPXLY0EDPcsBjg,0.367,0.811,8,-5.799,1,0.0371,0.0,0.000582,0.168,0.387,127.524,4,British Indie Rock,United Kingdom
2vC2uJVY9RwaeDJKLJBRrI,Tussegarden,7lXclkcPoJWcCyJHKYNLEh,2012-08-16,15,Ragnar Haugstøl,1VDfdGnb3jVTTjrCPyqs8K,189440,Kubbestolen,0,0,2vC2uJVY9RwaeDJKLJBRrI,0.511,0.0663,3,-16.392,1,0.158,0.0,0.987,0.739,0.377,90.302,1,Hardingfele,Norway
2XEdAeKHON3JhURoNH3LHI,The Fire,6LYsSaGXpuZV71W9lFV25x,2020-09-04,1,Soulwise,3qgxagvPO8JkoJGzQ3GERs,213517,The Fire,0,7,2XEdAeKHON3JhURoNH3LHI,0.599,0.679,2,-8.352,0,0.0373,4.09e-06,0.0143,0.342,0.5,145.047,4,West Coast Reggae,United States
0bJ5Pa8GqcyC4PNYcHQDeN,UM SÓ,3NEwEbyUBvhPNoil4FFta9,2021-01-22,6,Mariana Nolasco,2DMXwm5MCyjDIQ7W3Zh7EH,182890,Dia de Sorte,0,48,0bJ5Pa8GqcyC4PNYcHQDeN,0.355,0.499,5,-8.389,1,0.0387,0.0,0.569,0.115,0.214,167.948,4,"Costa Rica,Costa Rica - Underground,Paraguay,Paraguay - Emerging",Costa Rica
3PdYlDjR1QWkp6yplLf7Yy,Out Yo League,7EHQ4ubjHDjnpWf5E7IeMQ,2014-04-08,4,F.L.Y. (Fast Life Yungstaz),0zOuQuYGGcrtDYYy3YFDMr,297626,Out Yo League,0,13,3PdYlDjR1QWkp6yplLf7Yy,0.669,0.836,1,-4.768,0,0.0531,0.0,0.0426,0.0681,0.855,132.067,4,ATL Hip Hop,United States
4mYRQVqmNojtAXc5aaNbWl,Legendary Cantors (Recorded 1907-1947),2w8A0W9llGT5RTdaDQDZUO,2000-01-01,16,Traditional,1U5zgr455OGyIkLNXvDdrf,221986,Mi Sheoso nisim (Recorded 1920),0,0,4mYRQVqmNojtAXc5aaNbWl,0.296,0.105,7,-18.867,1,0.0442,0.00169,0.993,0.0817,0.104,129.953,3,Jewish Cantorial,
2OjG6XZZuc84H2v7JtnCQb,Viimeinen tuomio,6pW0Q8CxBL198F8Cnyvkl9,2020-04-17,3,Annukka,431OQAHp6yrYaAapltdACF,198143,Viimeinen tuomio,0,13,2OjG6XZZuc84H2v7JtnCQb,0.58,0.815,9,-6.27,1,0.0557,0.00144,0.218,0.144,0.464,160.01,4,Finnish Dance Pop,Finland
2A5NqnlIX7oXPMxpAEZvEq,Norrsken,0GG71xUvg9tvpXgc1UArjb,1997-01-01,2,Norrsken,2RN5PT0x6Xjj5wJayaGm37,168413,Rock´n Rollen Lever Än,0,8,2A5NqnlIX7oXPMxpAEZvEq,0.5,0.924,11,-6.445,0,0.068,0.0,0.264,0.16,0.929,152.228,4,Retro Metal,
1mhg8NUbxdWzhWpF8N2m2O,Glamoured,6m2D1lDM5X0Yc4eA9Ymhql,2003-01-01,12,Cassandra Wilson,6TZ5t4kclsmGWHqb3mGyha,277346,Fragile,0,48,1mhg8NUbxdWzhWpF8N2m2O,0.817,0.351,7,-13.827,0,0.042,0.0118,0.773,0.102,0.647,123.837,4,"Contemporary Vocal Jazz,Vocal Jazz",
7pXkma4wNWLXCskDYb8Dch,Om änglar och sjakaler,3Kta7i3X5lk66OqwCMn2El,1984-01-01,10,Dan Hylander,289TBUkYJ1eHzMubXChPNt,233453,Skuggor i skymningen,0,41,7pXkma4wNWLXCskDYb8Dch,0.583,0.974,7,-4.18,1,0.0486,0.00214,0.0465,0.12,0.843,133.35,4,"Classic Swedish Pop,Skånska Musik",Sweden
2FTgZQtTMVmwSpxJRMPdlo,Neon Lights,4OKsB5shDuFQKViOg9zz8q,2016-01-29,1,Dancing Years,68HC2lyDNLVy8rzBAfLaaZ,257012,Neon Lights,0,36,2FTgZQtTMVmwSpxJRMPdlo,0.319,0.586,2,-9.137,1,0.0394,1.86e-05,0.0288,0.223,0.201,137.144,4,Indie Anthem-Folk,
6zRpoBAoqOUnkQvrDqSQ4K,For All Of This,6u5TTKJnmzV6SDJoh0bmP5,2002-01-01,8,The Early November,2rxtSTPBJawYhQAXIpgEAi,210053,I Want To Hear You Sad,0,37,6zRpoBAoqOUnkQvrDqSQ4K,0.507,0.748,1,-5.264,1,0.0303,2.93e-05,0.00604,0.176,0.743,92.653,4,"Dreamo,Emo,New Jersey Indie,Pop Punk,Screamo",United States
4B2LyJh2yU4g7WF3a174rZ,Ropartz: Psaume 136 / Le Miracle De Saint Nicholas,6xfwHZp07PpzsShOGUcfdW,1995-05-05,5,Guy Ropartz,5dPR5LYM2CxXWlZGwntQ5C,934333,Psaume 136,0,1,4B2LyJh2yU4g7WF3a174rZ,0.106,0.14,10,-19.584,0,0.0353,0.837,0.975,0.103,0.0346,83.593,3,"Impressionism,Post-Romantic Era",
2aPENYp97p0b0ktVjyljTv,This Monologue,7xD3D0giNaATqEKV5DXtU6,2020-11-20,1,Talk Show Host,6VhKtB5J7yfZVegCRXHgYk,189643,This Monologue,0,23,2aPENYp97p0b0ktVjyljTv,0.627,0.882,10,-5.666,1,0.0421,0.000167,0.00316,0.304,0.63,120.989,4,Canadian Punk,Canada
4eF2wfeYMNXpbhOSoqARUi,Indonesia,72oCyBixD2l6X50rSoFw5T,2017-07-01,2,Bimskalabim,5RPd6wpCboZsxU9yX2l120,225349,Manukan Ska Foundation,0,1,4eF2wfeYMNXpbhOSoqARUi,0.753,0.839,2,-2.752,1,0.0341,1.13e-06,0.0881,0.092,0.806,129.917,4,Indonesian Ska,Indonesia
0uNuTlq0XzBWfL0l3nkhFO,Trade & Distribution Almanac Vol. 3,5WbHAkJWmXSU3r80MpYiJk,2005,20,Horatio Pollard,10WwJv9V8m2Gc2zUgWuiZZ,213240,Elton,0,0,0uNuTlq0XzBWfL0l3nkhFO,0.481,0.792,0,-8.402,1,0.0409,0.693,0.00551,0.312,0.302,177.018,4,Breakcore,
5y1JDNV8LdCQkcDxKFXfQt,Self Titled - E.P,5ojSJBVbipargTZIeTCtPz,2018-04-18,5,TALKING IN MY SLEEP,5cJLySek6SGS5jb3LIPXCG,156705,Brightside,1,1,5y1JDNV8LdCQkcDxKFXfQt,0.636,0.7,5,-4.675,1,0.0266,0.00189,0.0179,0.121,0.536,112.066,4,Buffalo NY Indie,United States
1Jb410jYRpNDLIsnVdIlUy,Absolut Heimdall,3p0YKIdlX3Cb4ldtNS5PQC,2015-09-08,18,Heimdall,2UgL1Ai52QTwuxaAIoJu9s,181346,Vårt livs program,0,1,1Jb410jYRpNDLIsnVdIlUy,0.556,0.498,5,-17.704,0,0.0774,0.0,0.174,0.0719,0.848,153.795,4,Italian Metal,Italy
2pFYUnvMh8HEGMcYSAuDPY,Suuria satuja,0tofbfoPkUWosSqye3Wt0L,2004-09-27,10,Sadetanssi,717z5HWtpWaxblNnrjrUkx,243066,Enimmäkseen ulkopuolinen,0,10,2pFYUnvMh8HEGMcYSAuDPY,0.557,0.86,5,-6.519,0,0.0369,0.0,0.047,0.0964,0.338,125.486,4,Suomi Rock,Finland
6XfJZKrb14QWubXAQzKngU,Eghass Malan,2I4WOuSnQzkxC4tbKpg7B1,2017-10-28,7,Les Filles de Illighadad,45EoOvcenErsYkaJUnqjJv,289373,Eghass Malan,0,29,6XfJZKrb14QWubXAQzKngU,0.509,0.815,10,-7.767,0,0.054,0.569,0.0268,0.107,0.225,135.747,4,Tuareg Guitar,Mali
07pzNOLc6UH8dKYMje4SBX,"The Complete Stax / Volt Soul Singles, Vol. 2: 1968-1971",09dsUwnIIqRL97qbvGTrjH,1993-09-30,216,Charlene & The Soul Serenaders,0JYopZM6JC5NfMPXdGbG66,232093,Love Changes,0,16,07pzNOLc6UH8dKYMje4SBX,0.507,0.47,2,-7.64,1,0.036,0.000114,0.306,0.229,0.782,164.473,4,Souldies,
0bEjGdzRj1f7hQOwt5Emyc,Gugma,3sImt0r7z70GJ357HGDJjv,2018-12-10,11,Julia Faith Joaquin,5y4TfFHVX4ECvVrmyYuIJd,307540,Taming,0,0,0bEjGdzRj1f7hQOwt5Emyc,0.522,0.355,11,-7.99,1,0.0346,1.12e-05,0.84,0.113,0.369,148.023,4,Bohol Indie,Philippines
1fFohEJFg0XeKtRgPTGFCY,Не люби нелюбимого,0WJ6ocnkvLqEGqpWXknQZA,2003,23,Белорусские Песняры,3tp7U3AYibLpmh6WVz4RsH,360751,Беловежская пуща,0,4,1fFohEJFg0XeKtRgPTGFCY,0.294,0.484,5,-6.776,1,0.0377,1.72e-05,0.793,0.685,0.123,140.291,4,VIA,
702yGYfXLI8lytWJcHmrN1,Aéropop,6Erh1lHicD5FgBvbaorIy9,2013-08-13,20,Alexander von Mehren,0c1ZRpPtz3T0prAjbXg1E8,186286,Winter Comes,0,1,702yGYfXLI8lytWJcHmrN1,0.476,0.398,2,-10.448,1,0.0277,0.00683,0.126,0.101,0.256,98.002,4,Bergen Indie,Norway
1xtqXqmhMdKFAnH2zjEUMR,"Tomás Ríos, Vol. 1 (1946-1950) [Remastered]",7H6at6iNF05mW6IBhxEzCA,2000-12-01,20,Tomás Ríos,1OWDGSXYzEaxUpnxwI65wt,154273,"Oración, Rito y Danza (Fantasia Afrocubana) - Remastered",0,0,1xtqXqmhMdKFAnH2zjEUMR,0.553,0.518,4,-10.601,0,0.055,0.92,0.987,0.209,0.859,116.317,3,Vintage Spanish Pop,Spain
23kEvtCoCjmeFDWrqdmZhk,3,2QCE29NoSjHv5PhFWnh0oU,2018-09-07,11,KOUICHI,7ds2IkLd4tHQDPaOH4ioYl,193933,Mifim,0,2,23kEvtCoCjmeFDWrqdmZhk,0.862,0.814,4,-4.747,0,0.0404,7.28e-05,0.388,0.325,0.553,94.983,4,Doujin,Japan
5gEZY4ktjlEIm2naIyzbCy,Ku Harus Pergi,77SVByyAzWQcnp1mnMcIlc,2021-01-22,1,Willy Prajaya,5hynNvEI3Y7ldEb7YwEch1,170397,Ku Harus Pergi,0,15,5gEZY4ktjlEIm2naIyzbCy,0.467,0.375,7,-15.681,0,0.0569,6.73e-05,0.594,0.441,0.492,75.094,4,"Indonesia,Indonesia - Emerging",Indonesia
3p8ogzsy7aUNuB8oWQc4pO,New Normal,0o6ZC6TflcXVui0xmM2ELx,2019-08-23,9,Nexø,5joSoujvy7EuojIhCH1b1Q,159046,The Chemical Generation,0,1,3p8ogzsy7aUNuB8oWQc4pO,0.573,0.926,2,-4.674,1,0.0789,0.31,0.00109,0.046,0.33,94.198,4,"Danish Hardcore,Danish Punk",Denmark
0twrKoIk5wXEh84RnkdBZw,Super Polka Hits,65XN0lqFK3woHgJ8yMUj2U,2008-01-01,12,The Super Polka Stars,7BF5O5OY7vrrxTUOGcIWvF,141813,Ballroom Polka,0,0,0twrKoIk5wXEh84RnkdBZw,0.561,0.818,1,-9.966,1,0.0425,0.844,0.682,0.124,0.947,129.258,4,Polka,
5HFtBjo3UKplgdEjH26zfW,Bring Me The Workhorse,2RDuFo6e4hc58RFyLoIc24,2006-08-22,11,My Brightest Diamond,37qXWlhfRvpxmIeTKvfw8B,175906,Golden Star,0,30,5HFtBjo3UKplgdEjH26zfW,0.592,0.421,6,-7.992,0,0.0304,0.0119,0.724,0.0986,0.184,135.968,4,Etherpop,
72jpeW8NK5K2hWK8DrqO0u,It Was Amazing,7lPVOmurQkV5sKYULxK92e,2012-05-08,4,The Disclosure Project,1P9Lp7dOF7SJuMGZea5GGf,375000,It Was Amazing - Original,0,13,72jpeW8NK5K2hWK8DrqO0u,0.819,0.609,3,-11.916,0,0.0581,0.868,0.046,0.167,0.549,120.01,4,Deep Deep House,
4nTiq4PP5isLHVVGhPxLo8,Old Believers,1lBGOPR6aZ3uwTH4nLxPyY,2012-06-26,12,Cory Chisel and the Wandering Sons,5LfWlEvZcirssZUcfna14U,226986,Never Meant To Love You,0,22,4nTiq4PP5isLHVVGhPxLo8,0.607,0.382,10,-12.658,1,0.0593,0.0,0.468,0.0863,0.553,155.036,4,Wisconsin Indie,United States
67eIYLi0t0xDC2j9ba4ffC,Cinematics,4YssU4ISHvLTA1FlcpEmEW,2012-11-06,13,The Epilogues,2XiBgIlRrKwxFdV6dQs5NF,237333,Hunting Season,0,11,67eIYLi0t0xDC2j9ba4ffC,0.358,0.852,9,-6.576,0,0.0634,0.000566,0.000157,0.0951,0.275,149.973,4,Denver Indie,United States
1gRvgtPdeDSOGkQIVFOKoD,Dreibig,0EDZVvz1exJTHKqDTq50kw,2014-12-15,10,Michel da Luz,3zPUdlFjLdjeTlKhe5doi1,314685,Há um Lugar,0,7,1gRvgtPdeDSOGkQIVFOKoD,0.437,0.579,4,-6.398,1,0.0297,0.00312,0.105,0.0822,0.2,149.967,4,Música Cristã Reformada,Brazil
3Cw6YOGyuJBSBBdKOfJqa9,The Ultimate Collection,6dDZrJpK4XWg1qOh4uYhx0,2012-01-25,38,Buldožer,7ISM0a0B85zL6SF6j16IFR,159813,Novo Vrijeme,0,8,3Cw6YOGyuJBSBBdKOfJqa9,0.483,0.669,11,-7.95,0,0.25,0.0802,0.00242,0.184,0.892,150.505,4,Yugoslav Rock,Serbia
27QTIMmmvQNYhrB2OyH8ms,点歌的人,00CkQWFPSZOYtbjwU0Qtpm,2020-03-21,1,海来阿木,1rnGRBv0NEz1JQySsVhxY4,197281,点歌的人,0,37,27QTIMmmvQNYhrB2OyH8ms,0.579,0.522,5,-7.435,1,0.027,1.28e-05,0.262,0.0817,0.335,77.995,4,Chinese Viral Pop,China
57FRIUB27WS0Qxiv0Nsh4F,Airs de cour,43pjYX3YEZCc1CBLPCsmzG,2001,35,Adrian Le Roy,1EuUyAuuWp5BU1DYsZZuOx,425452,Second livre de guiterre: Ô combien est heureuse,0,4,57FRIUB27WS0Qxiv0Nsh4F,0.279,0.0773,0,-21.708,1,0.0387,6.33e-06,0.978,0.102,0.192,81.061,3,French Renaissance,France
4x1X4o10x2B8kWvdUjYTXG,Night Sessions,0txyDb7yYNu4CYlF0mwk3E,2019-03-01,10,Vaski,7fCzwqo4VPpXk6w6r0fOyi,264428,Ex Machina,0,24,4x1X4o10x2B8kWvdUjYTXG,0.796,0.866,2,-4.058,1,0.216,0.00169,0.00187,0.0519,0.468,140.033,4,Filthstep,
4YyrnTEX4jfLS4KgaHArUl,Grandes Cantaores Del Flamenco,0YbP5aNs4MajCyos2VEnSu,1994-01-01,13,Antonio Mairena,6OQvGyfwY8ZaNCfOR28WNn,394293,Santa Justa Y Rufina (Soleares De Triana),0,21,4YyrnTEX4jfLS4KgaHArUl,0.394,0.224,5,-17.311,1,0.0434,0.000717,0.944,0.115,0.252,147.225,4,"Cante Flamenco,Flamenco",Spain
0r2XuDV42T4KvS3L1eP0IB,Pipe Dreams,0DcnGKpBui63WQAtTNJ25g,2014-08-25,4,Lee Brinx,65n9mUyQfRtNb2kpvrLBfq,424029,Pipe Dreams - iNXEC Remix,0,2,0r2XuDV42T4KvS3L1eP0IB,0.856,0.568,8,-11.512,0,0.0857,0.782,0.00748,0.104,0.326,122.008,4,Deep Disco House,
5kz99ydBicGFqELGMPiOlY,Mod Soul Jazz,5pR8FjAwNA6tnR2NrDITyq,2019-09-13,24,Harold Betters,6j8Vsq8qSrWXK1LkV8T73M,208333,Hot Tamale Man,0,1,5kz99ydBicGFqELGMPiOlY,0.622,0.658,5,-10.811,0,0.0303,5.89e-05,0.195,0.0385,0.752,143.096,4,Jazz Trombone,
04WbXrdLNhn0lJ2UcOn5v5,Daughter of the King,2Nkg3qNNI7uVhJiqGTVZgM,2010-11-16,15,Jennifer Howland,6vY8lHnN4y5qJLdKuzE3ht,294613,Chapter and Verse,0,3,04WbXrdLNhn0lJ2UcOn5v5,0.601,0.603,0,-6.599,1,0.14,0.0,0.189,0.468,0.747,111.955,5,Gospel Reggae,
3h3Tg3xd2aCDR8sd4XNhsS,"Măi Bădiță, Măi Gheorghiță",3KvHhgUiChtEG4oqMcRpwA,2008-01-01,26,Margareta Clipa,0EIBqLeqCKubCI2ZYYQDRw,174960,"Lasă Măi, Gheorghiță, Lasă",0,0,3h3Tg3xd2aCDR8sd4XNhsS,0.31,0.33,0,-10.101,1,0.0302,0.000746,0.91,0.426,0.534,148.308,4,Muzică Populară,Romania
6IkJ1gaSJHFV8JvN0HCArl,Classic : The remake 2(클래식: 더 리메이크 두번째),3e4Z7OZr7VqFTp9poAwJBp,2015-08-20,8,Lee Su Yeong(이수영),1KopDhjLLyAcwyO5EgjK9k,225200,Paragrap 3 goes the Han River(제3한강교),0,0,6IkJ1gaSJHFV8JvN0HCArl,0.687,0.764,2,-4.604,0,0.043,0.0,0.159,0.263,0.804,110.073,4,K-Indie,"Korea, Republic of"
0gOdm6t4wVuRnm8TeNe6M6,Quando o Mundo Inteiro Desabar,7gJ4BnJAHJxNdqGVn88sla,2017-10-01,1,Cena Roots,5pHHvVwnoGyd5N7wN8WtI8,214205,Quando o Mundo Inteiro Desabar,0,7,0gOdm6t4wVuRnm8TeNe6M6,0.777,0.535,4,-9.303,0,0.0368,0.0,0.271,0.0867,0.849,76.006,4,"Música Maranhense,Nova Música Maranhense",Brazil
2Qs5tJfqwvz3rEqzfORrVP,Sing To Trumpets And Strings,726JEliZdlQqeD7T79M9ee,1961-02-01,12,The Shirelles,0x83OBqixqdCHnStP5VMcn,126586,Mama Said,0,50,2Qs5tJfqwvz3rEqzfORrVP,0.647,0.654,4,-5.482,1,0.0563,0.0,0.328,0.141,0.888,140.711,4,"Adult Standards,Brill Building Pop,Classic Girl Group,Doo-Wop,Motown,Rhythm and Blues,Rock-and-Roll,Soul",United States
1OvwmUN6NBbwn1msFw1biQ,Mân Côi,1OLRMR0VwOeG33448tKmDg,2015-11-02,1,Linh Cáo,0vTUa2hbNHke3omoGxuKFm,253387,Mân Côi,0,41,1OvwmUN6NBbwn1msFw1biQ,0.596,0.4,11,-11.616,1,0.0292,0.000606,0.538,0.0846,0.401,179.953,4,"V-Pop,Vietnamese Hip Hop",Viet Nam
3Oo7jvA8d4OpiMNuUrxzHE,Which Way Is North?,3jeAGikSVOtLLe88DhqVlD,2016-06-17,5,Hello Weekend,38SxkV7M60Co5O0qJR4tI9,211540,Hack At It,0,0,3Oo7jvA8d4OpiMNuUrxzHE,0.475,0.779,1,-9.189,1,0.0926,0.00174,0.0192,0.0895,0.572,174.065,4,Easycore,
5VSxOUW2zqOo77pauTqpFG,I-Level,0OCJNxmBNVXTS9tAAwXea8,1983-01-01,10,I Level,6giP3D3xjy48VZKi3nk3eE,241539,Give Me,0,19,5VSxOUW2zqOo77pauTqpFG,0.829,0.634,1,-9.59,0,0.0603,0.015,0.0291,0.35,0.893,114.446,4,Brit Funk,United Kingdom
3WHSnySWF7nk8MyBQJP3c9,~おやこで・園で・歌いたい!~かわいい*げんき*涙ほろん こどもメッセージソング,4MLYge9EqRvGU1EDO3mAkr,2020-10-28,55,ことのみ児童合唱団,0PAqYWkmnUDNZlrl58AMbK,142506,おひさまになりたい,0,0,3WHSnySWF7nk8MyBQJP3c9,0.746,0.219,0,-10.128,1,0.0302,3.34e-05,0.888,0.0733,0.416,140.149,4,Japanese Choir,Japan
23pTXTzbE3t5UbsjjfTcgt,CLAMS,73iMrffy0xDvjKPKsGzpet,2020-05-11,10,Clams,5ziygVAOhx4kwkjTYkDjhX,177160,P-Nut Butter irony,0,22,23pTXTzbE3t5UbsjjfTcgt,0.342,0.531,4,-12.221,0,0.0405,0.927,1.75e-06,0.397,0.174,134.96,4,"Indie Dream Pop,Indie Shoegaze,Japanese Shoegaze,Shoegaze",Japan
6yVmLs93sFYAo4HiKscmYR,Color of Wind,2JbDN7CiWEkcZdFj2QCFf8,2004-01-01,12,Big Leg Emma,6IHowRncVpDr5qywgZH8sq,291173,Amny,0,2,6yVmLs93sFYAo4HiKscmYR,0.526,0.796,7,-6.012,1,0.0418,0.000133,0.541,0.112,0.589,111.838,4,NY Roots,United States
1bVooWZqKvtAKnW78zGhOC,En Medio Del Jardín,48UdlUGkJlQBpMWc9iYlHY,2021-01-22,10,DRIMS,3fS9E7MLqc9VAQJeaE5B19,291320,El Rastro,0,29,1bVooWZqKvtAKnW78zGhOC,0.559,0.875,11,-5.167,0,0.0622,0.0565,0.0695,0.0737,0.479,170.027,4,Mexican Indie,Mexico
6N88NnJkog7uckLxA7vYwT,Cotonou Boy Feeling,1aZHCWig6hKFPthjcXOvcK,2010-02-09,15,Nasty Nesta,12pQd0xrBqbejEuGZO9dYF,257175,Ma Perle Rare,0,2,6N88NnJkog7uckLxA7vYwT,0.773,0.489,7,-10.59,1,0.282,0.0,0.0293,0.3,0.698,159.969,4,Beninese Pop,Benin
5Fml1U804xL4pJiR9va2Ow,Note,1tUmhpiKLs6Nd75EgFqJd9,2012-08-03,11,Ginger Redcliff,2r4rqboZ6JhkwMoH3QwSM5,202000,Out of Me,0,0,5Fml1U804xL4pJiR9va2Ow,0.732,0.364,0,-9.134,1,0.0346,0.0,0.495,0.13,0.351,90.0,4,"Munich Indie,Neo-Singer-Songwriter",Germany
6Ll88bNDqWG1074rKy2SEY,Man måste vara galen för att kunna va normal,2DJFCMf5dwXYDahkfuqMyk,2012-03-03,8,Din Skevf,1YGVsnAeoqm17EqQ7IZSro,202000,Skit i pengar,0,0,6Ll88bNDqWG1074rKy2SEY,0.315,0.996,10,-3.006,1,0.247,0.0204,0.000477,0.12,0.404,114.743,4,Swedish Pop Punk,Sweden
0jY99stxfwdZkN3Pb2H1Yc,Ponce: Sonatina Meridional / Tema Variado Y Final / Suite En La / Tropico / Cancion Popular Gallega,0cJwNGNtBL0daabtkLCZwW,1993-09-30,20,Manuel Ponce,3sam97auWZppQpYU1HWNxK,279000,Suite in A Minor: III. Sarabanda,0,4,0jY99stxfwdZkN3Pb2H1Yc,0.598,0.0365,9,-20.42,1,0.0551,0.922,0.99,0.0822,0.324,85.806,4,Classical Guitar,
6iv4mEWC2WHBvZ2029X9pQ,Tessellate,6pLog7GBLcks3DfWg7rnES,2017-11-28,1,soupandreas,5dPMuKQtWLLl1Thw1Bf8h9,206086,Tessellate,0,31,6iv4mEWC2WHBvZ2029X9pQ,0.799,0.626,1,-8.104,1,0.0725,0.00294,0.366,0.0765,0.506,115.012,4,"Future Bass,Gaming EDM",
7cCPEWKrCMdq2gJZ58RIZQ,"Die Wahrheit über Deutschland, Pt. 8",23QQPuHhdhgXcFSs5mZsvz,2009-10-01,33,Alfred Dorfer,7ElWcF0Sx2MEoumsD40zgK,70160,Alfred Dorfer - Freiheit,0,5,7cCPEWKrCMdq2gJZ58RIZQ,0.624,0.792,0,-10.759,1,0.885,0.0,0.813,0.812,0.739,84.634,1,Kabarett,Germany
6uk7qcMYPWuv9amnSv7SJA,Hurry Up,4lQ2Ho4TirweURZOBbxg4B,2019-01-18,10,Kids Of Rage,2UHMEkVo3kKJT21QntChfN,202133,Lluitarem,1,2,6uk7qcMYPWuv9amnSv7SJA,0.395,0.958,1,-4.049,1,0.0908,0.000312,0.000427,0.0786,0.637,154.782,4,Hardcore Punk Español,Spain
5lfn0YTLaNScClWm4cmwU4,Life,0eqsp6gTf5LALIQo4ntmMY,2020-12-01,2,VANNER,05pkCt3DQY5ZC41u7WMk5D,212653,FORM,0,34,5lfn0YTLaNScClWm4cmwU4,0.635,0.952,8,-1.487,1,0.123,0.0,0.00703,0.904,0.633,139.011,4,K-Pop Boy Group,"Korea, Republic of"
71tmC9H7oPfiQSSKI0Ai7P,Feeling Colors,3wbkzcUkfLMhEzEBA7dliN,2021-01-06,1,Ahee,1gbDc1TANALgP8lLvO5UEf,248943,Feeling Colors,0,27,71tmC9H7oPfiQSSKI0Ai7P,0.489,0.931,1,-3.65,1,0.0593,0.0168,0.00901,0.905,0.141,140.032,4,Psybass,
4MFOphwTZRUawua6Lq9xvP,Edén,6C3AAFYwOUqOHA8HNmizA9,2020-11-27,9,MIEL,7KQCUauVB5CLGrJwq2JoVd,218814,Centro,0,27,4MFOphwTZRUawua6Lq9xvP,0.751,0.547,5,-7.434,0,0.0412,0.506,0.239,0.115,0.156,108.0,4,Ecuadorian Indie,Ecuador
5UusJ36tOaUCtttvLXKdvQ,週刊青春,6IOL6MUWuhbTwcVG5ZivPa,2019-12-25,11,Wasureranneyo,7mhywHwc3ElwYwiMLEsduP,209213,だっせー恋ばっかしやがって,0,25,5UusJ36tOaUCtttvLXKdvQ,0.195,0.95,2,-2.107,1,0.124,0.0,0.0441,0.312,0.239,172.328,4,"J-Rock,Japanese Alternative Rock,Japanese Punk Rock",Japan
0GvNA3cMaMhV9dQEOZQao6,The Ring Sessions,2rZuFJUOt1BrtAsfxSJjKw,1995,12,James Kelly & Zan McLeod,2eRol8Nf2da3G5peEEJdMk,230138,Sailing Into Walpole's Marsh / The Game of Love / The Teetotaller,0,0,0GvNA3cMaMhV9dQEOZQao6,0.397,0.493,4,-12.343,0,0.0303,0.75,0.38,0.29,0.507,101.783,4,Irish Fiddle,Ireland
14Pr3Ui2NlRjqOgLzFkrTf,Coast to Coast,6Ixql3RjIrCS2TtdmtZEy5,2012,10,River City Tanlines,6rdtKQdKRn2xAOcVnSUZc9,195293,I Don't Get It,0,3,14Pr3Ui2NlRjqOgLzFkrTf,0.335,0.721,2,-4.412,1,0.0432,0.000405,0.000136,0.0725,0.754,113.369,4,Memphis Indie,United States
1FYqnjJ6DbUTdj7Dcblzws,Questions (Remixes),2NSl2RC9P6ckysEZU5FffW,2014-06-18,4,Chordashian,557CpM84Dx90EAXTDqDj9H,343394,Questions - Jacklndn Remix,0,25,1FYqnjJ6DbUTdj7Dcblzws,0.706,0.674,0,-6.378,1,0.0471,0.167,0.179,0.0588,0.695,118.002,4,Nu Disco,
3WFP6beklK0c62PrsBp2Mc,T'as Vu,2eNobAGC5Cc92aL5lXlmwf,2007-05-28,19,Fatal Bazooka,5oDxGfxYaJkfp6xZlXQnr8,205773,Fous ta cagoule - Radio Edit,0,52,3WFP6beklK0c62PrsBp2Mc,0.694,0.814,7,-4.007,1,0.365,0.0,0.617,0.0875,0.904,192.396,4,"Chanson Paillarde,Francoton,French Pop",France
5KaJJcNKZ7WiH0RI9PdCg2,Mega,426ZfR1dvsBtYkYJgDrnRX,2020-04-10,7,Cormega,4vQLu6vYK0hp8k0fsAzsU8,166000,City of God,1,36,5KaJJcNKZ7WiH0RI9PdCg2,0.385,0.769,6,-7.013,1,0.387,0.0,0.142,0.321,0.549,178.802,4,"East Coast Hip Hop,Hardcore Hip Hop,Queens Hip Hop",United States
24j7XAIMiJKSePO6YkNa5I,готика,2GrGempl4a541kdOWqjG99,2020-12-04,20,вышел покурить,1YMUxFiaKsU85N9YolW0W9,158117,готика,1,52,24j7XAIMiJKSePO6YkNa5I,0.847,0.552,10,-5.73,0,0.0656,3.37e-05,0.00869,0.111,0.514,170.07,4,"Russian Hip Hop,Russian Trap",Russian Federation
1D7B4zQSmBhSBOAqXBiVk3,Crackhouse,76TxnSefv6TFnmV0MXUq0L,2013-05-02,4,Highbloo,3lO6qgXLmmuCWJ0egWs5gM,305625,Philosophy and Therapy - Sound of Stereo Remix,0,2,1D7B4zQSmBhSBOAqXBiVk3,0.89,0.914,11,-2.939,1,0.206,0.662,0.00121,0.0835,0.229,128.035,4,Destroy Techno,
